Date,Open,High,Low,Close,Volume,Number of Trades
2020-01-01T00:00:00.0000000Z,128.5,130.13,128.17,130.07,1820.41221775,211
2020-01-01T02:00:00.0000000Z,130.34,130.54,129.55,129.8,352.08277622,111
2020-01-01T04:00:00.0000000Z,129.81,130.14,129.55,129.87,211.96802051,96
2020-01-01T06:00:00.0000000Z,129.96,130.33,129.78,129.92,180.60620222,57
2020-01-01T08:00:00.0000000Z,129.78,130.14,129.48,129.76,193.34776029,90
2020-01-01T10:00:00.0000000Z,129.76,131.73,129.74,130.38,1654.38759352,84
2020-01-01T12:00:00.0000000Z,130.44,131.46,130.44,131.27,1482.74112834,95
2020-01-01T14:00:00.0000000Z,131.14,132.0,131.13,131.75,1214.08062694,59
2020-01-01T16:00:00.0000000Z,131.89,132.64,131.6,132.17,550.16653239,102
2020-01-01T18:00:00.0000000Z,132.06,132.09,131.23,131.39,194.87288939,113
2020-01-01T20:00:00.0000000Z,131.52,131.89,131.21,131.37,517.16329798,87
2020-01-01T22:00:00.0000000Z,131.25,131.25,129.38,130.27,891.33009941,172
2020-01-02T00:00:00.0000000Z,130.15,130.31,129.65,129.86,269.93034467,78
2020-01-02T02:00:00.0000000Z,129.7,129.7,128.42,128.5,637.27504048,172
2020-01-02T04:00:00.0000000Z,128.27,129.24,128.27,128.79,507.28428988,89
2020-01-02T06:00:00.0000000Z,129.08,129.34,128.38,128.87,613.24528373,80
2020-01-02T08:00:00.0000000Z,128.79,129.78,128.79,129.43,2284.4924849,119
2020-01-02T10:00:00.0000000Z,129.43,129.76,128.95,129.27,623.47901161,74
2020-01-02T12:00:00.0000000Z,129.1,129.67,128.5,129.07,3182.53156925,210
2020-01-02T14:00:00.0000000Z,128.84,129.43,128.8,129.36,2990.44673828,183
2020-01-02T16:00:00.0000000Z,129.32,129.32,125.67,126.99,2588.35116112,409
2020-01-02T18:00:00.0000000Z,126.89,127.32,126.71,127.2,99.38472429,49
2020-01-02T20:00:00.0000000Z,127.14,127.55,126.6,127.52,153.47594706,43
2020-01-02T22:00:00.0000000Z,126.97,127.13,126.66,126.76,87.06918095,42
2020-01-03T00:00:00.0000000Z,126.7,127.22,125.55,125.64,656.28086282,123
2020-01-03T02:00:00.0000000Z,125.61,126.68,125.57,126.38,839.36633976,99
2020-01-03T04:00:00.0000000Z,126.5,129.86,126.5,128.98,3865.48731978,452
2020-01-03T06:00:00.0000000Z,128.81,129.44,128.61,128.64,3283.01407802,338
2020-01-03T08:00:00.0000000Z,128.64,132.93,128.63,132.2,11270.13397005,861
2020-01-03T10:00:00.0000000Z,132.28,132.7,131.54,132.28,4719.4440718,259
2020-01-03T12:00:00.0000000Z,132.4,133.87,131.88,133.45,1568.84134022,242
2020-01-03T14:00:00.0000000Z,133.64,133.72,130.94,132.39,1771.49139122,289
2020-01-03T16:00:00.0000000Z,132.47,134.9,131.98,134.14,2001.50823521,238
2020-01-03T18:00:00.0000000Z,133.87,134.11,132.2,133.2,824.5583618,101
2020-01-03T20:00:00.0000000Z,133.28,133.85,132.09,132.15,2072.86336851,145
2020-01-03T22:00:00.0000000Z,132.65,134.9,132.04,133.89,957.23459842,97
2020-01-04T00:00:00.0000000Z,134.35,134.44,132.75,132.9,1589.730791,78
2020-01-04T02:00:00.0000000Z,132.75,133.29,132.75,133.19,91.94605035,43
2020-01-04T04:00:00.0000000Z,133.19,133.79,132.93,133.4,260.88951487,71
2020-01-04T06:00:00.0000000Z,133.67,134.09,133.51,133.86,108.46379104,21
2020-01-04T08:00:00.0000000Z,133.59,133.98,133.25,133.51,195.31191792,43
2020-01-04T10:00:00.0000000Z,133.7,134.0,132.75,133.53,490.91315709,55
2020-01-04T12:00:00.0000000Z,133.61,133.61,132.3,132.69,200.90057214,46
2020-01-04T14:00:00.0000000Z,132.78,133.25,132.54,133.16,733.52995358,54
2020-01-04T16:00:00.0000000Z,133.18,134.62,132.78,134.17,1225.48396852,101
2020-01-04T18:00:00.0000000Z,134.31,135.69,132.74,133.73,2479.12180998,131
2020-01-04T20:00:00.0000000Z,133.66,134.24,133.52,133.73,442.80236176,23
2020-01-04T22:00:00.0000000Z,133.85,134.18,133.57,133.85,505.13965186,36
2020-01-05T00:00:00.0000000Z,134.22,135.69,134.22,135.69,689.26961155,71
2020-01-05T02:00:00.0000000Z,135.84,136.3,135.12,136.3,738.9463355,94
2020-01-05T04:00:00.0000000Z,136.3,137.19,135.63,136.19,411.71863323,67
2020-01-05T06:00:00.0000000Z,136.26,136.53,135.8,136.0,197.49297092,39
2020-01-05T08:00:00.0000000Z,136.13,136.16,134.86,135.14,180.96961745,56
2020-01-05T10:00:00.0000000Z,135.51,135.51,134.66,134.96,114.14365458,37
2020-01-05T12:00:00.0000000Z,135.43,135.85,135.17,135.69,303.40769223,47
2020-01-05T14:00:00.0000000Z,135.56,137.95,135.53,137.08,861.00586959,143
2020-01-05T16:00:00.0000000Z,137.11,138.23,136.98,137.69,612.3277629,90
2020-01-05T18:00:00.0000000Z,137.83,137.96,136.94,137.74,826.24108972,74
2020-01-05T20:00:00.0000000Z,137.61,137.91,134.91,135.36,1004.01623773,145
2020-01-05T22:00:00.0000000Z,135.13,135.92,134.12,134.94,346.79755116,93
2020-01-06T00:00:00.0000000Z,135.22,137.27,134.81,137.17,229.60798064,88
2020-01-06T02:00:00.0000000Z,137.33,139.56,137.29,139.25,2407.46375611,376
2020-01-06T04:00:00.0000000Z,139.52,139.81,138.57,139.0,201.60616569,60
2020-01-06T06:00:00.0000000Z,139.01,139.26,138.79,138.95,594.41731768,51
2020-01-06T08:00:00.0000000Z,138.71,140.67,138.71,140.58,4170.17819701,177
2020-01-06T10:00:00.0000000Z,140.92,142.86,140.62,141.63,5904.97960111,300
2020-01-06T12:00:00.0000000Z,141.28,143.38,139.0,140.17,3636.06754589,419
2020-01-06T14:00:00.0000000Z,140.13,141.45,139.54,140.16,5893.7487929,251
2020-01-06T16:00:00.0000000Z,140.38,141.7,140.04,141.68,925.74100002,119
2020-01-06T18:00:00.0000000Z,141.65,141.65,140.69,141.36,537.80318814,82
2020-01-06T20:00:00.0000000Z,141.16,142.67,141.13,141.75,1154.14221328,179
2020-01-06T22:00:00.0000000Z,141.74,144.41,141.71,144.37,2938.42748716,461
2020-01-07T00:00:00.0000000Z,144.39,145.2,143.2,143.85,2764.81442475,312
2020-01-07T02:00:00.0000000Z,143.99,144.77,143.77,143.8,151.18148605,65
2020-01-07T04:00:00.0000000Z,143.61,143.61,142.28,143.21,416.63228739,85
2020-01-07T06:00:00.0000000Z,142.66,143.09,142.52,142.79,57.24542879,44
2020-01-07T08:00:00.0000000Z,142.82,143.35,142.5,142.69,549.60035972,96
2020-01-07T10:00:00.0000000Z,142.7,143.72,142.55,142.61,1144.04478313,103
2020-01-07T12:00:00.0000000Z,142.5,142.5,140.17,141.25,3328.76873126,286
2020-01-07T14:00:00.0000000Z,140.87,141.39,139.09,139.62,573.09033112,128
2020-01-07T16:00:00.0000000Z,139.05,143.02,138.87,142.7,1077.18025489,181
2020-01-07T18:00:00.0000000Z,142.75,144.13,142.41,143.36,4047.54621113,538
2020-01-07T20:00:00.0000000Z,143.26,145.12,142.0,142.62,1825.99759136,239
2020-01-07T22:00:00.0000000Z,142.54,143.91,141.28,143.0,1103.66767849,94
2020-01-08T00:00:00.0000000Z,142.86,148.0,142.86,145.88,4031.81504583,455
2020-01-08T02:00:00.0000000Z,146.07,146.46,143.47,144.54,2100.89603252,180
2020-01-08T04:00:00.0000000Z,145.04,145.36,144.69,144.77,163.93997307,74
2020-01-08T06:00:00.0000000Z,145.0,145.13,142.79,143.62,1977.35389447,179
2020-01-08T08:00:00.0000000Z,143.36,144.07,142.94,143.37,830.92557096,111
2020-01-08T10:00:00.0000000Z,143.04,144.4,143.04,143.65,436.79643842,72
2020-01-08T12:00:00.0000000Z,143.48,143.67,140.59,143.1,2656.48047924,330
2020-01-08T14:00:00.0000000Z,142.82,142.92,140.18,141.34,6011.31383441,430
2020-01-08T16:00:00.0000000Z,141.43,141.71,136.42,138.91,20127.53904352,1095
2020-01-08T18:00:00.0000000Z,138.87,139.98,137.95,138.29,864.41536058,153
2020-01-08T20:00:00.0000000Z,137.61,139.62,137.01,139.0,1703.09518163,184
2020-01-08T22:00:00.0000000Z,139.12,141.35,138.43,140.48,829.63695838,140
2020-01-09T00:00:00.0000000Z,140.55,141.19,139.51,140.47,618.780214,75
2020-01-09T02:00:00.0000000Z,140.85,140.9,139.43,139.95,535.62576361,75
2020-01-09T04:00:00.0000000Z,139.97,140.39,138.74,139.2,487.38907373,57
2020-01-09T06:00:00.0000000Z,139.11,140.13,138.78,139.87,960.52697299,110
2020-01-09T08:00:00.0000000Z,140.05,140.05,137.86,138.33,5585.90938893,364
2020-01-09T10:00:00.0000000Z,138.18,139.05,137.57,138.13,3808.37262176,173
2020-01-09T12:00:00.0000000Z,138.23,138.9,137.94,138.53,389.76221226,81
2020-01-09T14:00:00.0000000Z,138.23,138.55,137.69,138.0,4615.19762321,225
2020-01-09T16:00:00.0000000Z,138.0,138.33,135.4,135.95,1490.59089671,241
2020-01-09T18:00:00.0000000Z,135.97,138.07,135.71,137.44,785.30546579,105
2020-01-09T20:00:00.0000000Z,137.58,139.35,136.68,137.15,2606.1193713,275
2020-01-09T22:00:00.0000000Z,136.84,138.37,136.0,137.92,1668.41887512,138
2020-01-10T00:00:00.0000000Z,137.71,137.97,136.71,136.71,110.48794102,12
2020-01-10T02:00:00.0000000Z,136.73,136.97,136.27,136.5,218.09497956,54
2020-01-10T04:00:00.0000000Z,136.46,136.5,135.18,135.6,422.7811074,82
2020-01-10T06:00:00.0000000Z,135.91,136.59,135.75,136.14,2020.95837593,298
2020-01-10T08:00:00.0000000Z,136.6,136.62,135.4,135.96,436.28845394,93
2020-01-10T10:00:00.0000000Z,135.9,138.92,135.38,138.12,1511.66629116,264
2020-01-10T12:00:00.0000000Z,138.31,139.8,137.96,138.76,673.7198007,111
2020-01-10T14:00:00.0000000Z,138.78,142.94,138.51,142.47,4543.17011873,280
2020-01-10T16:00:00.0000000Z,142.68,143.58,140.71,141.94,3434.20370982,273
2020-01-10T18:00:00.0000000Z,142.24,145.29,142.2,143.59,4778.33857262,491
